# a0,a1,a2,a3,a4,a5,a6,a7,a8
6.342088431119918823e-02,1.354548633098602295e-01,1.758045330643653870e-02,-4.098464846611022949e-01,5.117965862154960632e-03,-3.961861729621887207e-01,9.101538360118865967e-02,8.489739894866943359e-02,1.291880160570144653e-01
9.737199544906616211e-02,2.460951954126358032e-01,6.615092605352401733e-02,-4.296318292617797852e-01,1.009463220834732056e-01,-2.745115160942077637e-01,-2.305662631988525391e-02,9.447729587554931641e-02,6.454160064458847046e-02
-3.850965201854705811e-02,2.966592013835906982e-01,1.749821603298187256e-01,-5.307610034942626953e-01,1.946704089641571045e-01,-1.684927940368652344e-01,1.012455075979232788e-01,2.406281977891921997e-02,1.857275217771530151e-01
-9.231083095073699951e-02,3.123606145381927490e-01,4.013440012931823730e-02,-6.675966978073120117e-01,2.607823610305786133e-01,-1.851488053798675537e-01,2.813322097063064575e-02,-6.881313025951385498e-02,2.367135733366012573e-01
-2.421903610229492188e-01,4.041279554367065430e-01,-8.609071373939514160e-02,-7.601498365402221680e-01,2.266532778739929199e-01,-1.896911859512329102e-01,-1.536824554204940796e-02,-1.225994825363159180e-01,3.758883774280548096e-01
-1.997164487838745117e-01,2.611578404903411865e-01,-1.070379391312599182e-01,-6.476472020149230957e-01,1.670901328325271606e-01,-3.113242983818054199e-01,6.214718520641326904e-02,-9.079533815383911133e-02,3.969821333885192871e-01
-3.336434960365295410e-01,1.533075422048568726e-01,-7.027311623096466064e-02,-7.353000640869140625e-01,1.683111637830734253e-01,-2.978597879409790039e-01,-2.800658345222473145e-03,4.373221099376678467e-02,4.997213482856750488e-01
-2.669314444065093994e-01,2.670569717884063721e-02,-1.884341090917587280e-01,-7.374656796455383301e-01,6.652516871690750122e-02,-1.543801426887512207e-01,-1.052445918321609497e-01,3.997256234288215637e-02,4.589576721191406250e-01
-2.251155227422714233e-01,-8.458337932825088501e-02,-2.093391865491867065e-01,-8.050541877746582031e-01,1.828506290912628174e-01,-2.922044396400451660e-01,1.887365430593490601e-02,1.398708075284957886e-01,3.982288837432861328e-01
-1.383283287286758423e-01,-2.252193093299865723e-01,-6.927952170372009277e-02,-7.970756888389587402e-01,1.238349378108978271e-01,-3.334294855594635010e-01,-1.112047359347343445e-01,2.866756618022918701e-01,2.600164711475372314e-01
-9.185619652271270752e-02,-2.423985302448272705e-01,6.539534032344818115e-02,-8.732757568359375000e-01,1.334609836339950562e-01,-3.387226164340972900e-01,-5.034480243921279907e-02,1.570787280797958374e-01,1.681532114744186401e-01
-1.774867475032806396e-01,-1.709533035755157471e-01,-2.786304801702499390e-02,-8.512282371520996094e-01,4.803413152694702148e-02,-2.302351295948028564e-01,8.231083303689956665e-02,1.626266241073608398e-01,1.238458752632141113e-01
-2.572694122791290283e-01,-3.060190081596374512e-01,-9.731302410364151001e-02,-8.049575090408325195e-01,5.811921134591102600e-02,-9.702274203300476074e-02,5.119401216506958008e-02,2.207856178283691406e-01,1.206426993012428284e-01
-2.534965574741363525e-01,-3.756867051124572754e-01,-1.108277887105941772e-01,-8.137220144271850586e-01,1.201119720935821533e-01,3.516925871372222900e-02,-9.603798389434814453e-06,8.344575762748718262e-02,1.195312365889549255e-01
-2.401581555604934692e-01,-4.751545488834381104e-01,-3.268840909004211426e-02,-6.682432889938354492e-01,2.538443803787231445e-01,-5.569893121719360352e-02,1.125993654131889343e-01,1.447938531637191772e-01,1.056852042675018311e-01
-2.279748618602752686e-01,-3.702744841575622559e-01,-3.864792734384536743e-02,-7.062810659408569336e-01,2.518186271190643311e-01,-3.195998817682266235e-02,1.932266354560852051e-02,2.650661766529083252e-01,1.579412817955017090e-01
-1.879941821098327637e-01,-4.904256165027618408e-01,-7.395744323730468750e-03,-8.199928998947143555e-01,1.254279315471649170e-01,-2.376671880483627319e-02,-9.841676801443099976e-03,2.917092442512512207e-01,3.470793366432189941e-02
-2.086992561817169189e-01,-5.879895687103271484e-01,1.387342810630798340e-01,-8.016478419303894043e-01,1.816589832305908203e-01,-7.614123821258544922e-02,-1.314200013875961304e-01,4.344705045223236084e-01,-2.941435575485229492e-02
-2.315568029880523682e-01,-5.430303812026977539e-01,-3.856524825096130371e-03,-7.085701227188110352e-01,1.926324367523193359e-01,-1.426760852336883545e-01,-2.629376053810119629e-01,3.332200348377227783e-01,8.909580111503601074e-02
-1.757495403289794922e-01,-6.180598735809326172e-01,-1.341762989759445190e-01,-6.513855457305908203e-01,2.143547534942626953e-01,-1.713202297687530518e-01,-3.038541674613952637e-01,2.482643127441406250e-01,1.399791836738586426e-01
-3.454913198947906494e-02,-7.153453230857849121e-01,-1.050413101911544800e-01,-6.741300225257873535e-01,1.983613669872283936e-01,-2.450760453939437866e-01,-2.063136994838714600e-01,2.438409924507141113e-01,1.530009359121322632e-01
-9.312085807323455811e-02,-8.108027577400207520e-01,-2.292681932449340820e-01,-6.098942756652832031e-01,1.072316542267799377e-01,-1.880534440279006958e-01,-2.392007708549499512e-01,2.185734361410140991e-01,1.437541842460632324e-01
-1.328082978725433350e-01,-9.306167364120483398e-01,-2.863786518573760986e-01,-5.607739686965942383e-01,1.569669693708419800e-01,-2.521861493587493896e-01,-2.511699795722961426e-01,1.266075968742370605e-01,5.686581134796142578e-02
-2.758941650390625000e-01,-8.115927577018737793e-01,-3.731666505336761475e-01,-6.425138115882873535e-01,9.084740281105041504e-02,-3.639637231826782227e-01,-2.093911170959472656e-01,-8.495151996612548828e-04,-5.287346243858337402e-02
-2.324671447277069092e-01,-8.596946001052856445e-01,-3.107823133468627930e-01,-6.252864003181457520e-01,1.765375584363937378e-02,-3.187153339385986328e-01,-3.245090246200561523e-01,1.007359940558671951e-02,-7.172903418540954590e-02
-3.021050691604614258e-01,-8.284931182861328125e-01,-1.993822455406188965e-01,-4.756149947643280029e-01,4.998258501291275024e-02,-3.473035693168640137e-01,-4.069468975067138672e-01,-6.279756873846054077e-02,-7.789254188537597656e-02
-3.419217467308044434e-01,-7.043487429618835449e-01,-2.388935983180999756e-01,-5.135816335678100586e-01,1.504293829202651978e-02,-2.463175058364868164e-01,-3.617103993892669678e-01,-2.854691445827484131e-02,-1.276496350765228271e-01
-2.465505003929138184e-01,-8.428395986557006836e-01,-1.276544481515884399e-01,-5.097566843032836914e-01,-1.548199169337749481e-02,-2.471673190593719482e-01,-3.114857375621795654e-01,-1.747172921895980835e-01,-1.618407666683197021e-02
-2.625286579132080078e-01,-8.899496197700500488e-01,-2.361807823181152344e-01,-5.279170870780944824e-01,-1.658516004681587219e-02,-2.760733067989349365e-01,-2.578877210617065430e-01,-1.984483301639556885e-01,1.222411990165710449e-01
-2.327454090118408203e-01,-7.977062463760375977e-01,-3.533740043640136719e-01,-5.587297081947326660e-01,-6.553085148334503174e-02,-2.552285790443420410e-01,-1.495536565780639648e-01,-3.249468803405761719e-01,-5.986362695693969727e-03
-1.276500970125198364e-01,-8.838512301445007324e-01,-3.027480244636535645e-01,-5.458662509918212891e-01,3.433723002672195435e-02,-3.677018880844116211e-01,-2.606187760829925537e-01,-3.079013824462890625e-01,1.279272288084030151e-01
-1.531507670879364014e-01,-9.357686042785644531e-01,-2.707412242889404297e-01,-4.167316555976867676e-01,1.354155838489532471e-01,-2.190568000078201294e-01,-4.038482010364532471e-01,-4.240439534187316895e-01,1.607675552368164062e-01
-5.697783827781677246e-02,-1.000000000000000000e+00,-3.489778935909271240e-01,-3.306389153003692627e-01,2.330139279365539551e-03,-2.582420110702514648e-01,-4.021054208278656006e-01,-4.059393405914306641e-01,2.293521016836166382e-01
-1.005241200327873230e-01,-9.661946892738342285e-01,-3.233652710914611816e-01,-3.163540959358215332e-01,4.447512701153755188e-02,-3.304072618484497070e-01,-5.267108082771301270e-01,-5.201578140258789062e-01,1.467268168926239014e-01
-1.004647389054298401e-01,-8.640618324279785156e-01,-2.629772722721099854e-01,-2.296419143676757812e-01,-2.321861684322357178e-04,-3.590111434459686279e-01,-5.586062669754028320e-01,-6.125958561897277832e-01,1.509182155132293701e-02
-7.318991422653198242e-02,-7.172968387603759766e-01,-3.629283607006072998e-01,-3.656364679336547852e-01,8.362731337547302246e-02,-4.332353472709655762e-01,-4.597131311893463135e-01,-5.514148473739624023e-01,1.487938761711120605e-01
-1.005117446184158325e-01,-6.687058806419372559e-01,-3.734719157218933105e-01,-3.264598548412322998e-01,6.850698590278625488e-02,-5.266456604003906250e-01,-4.573439061641693115e-01,-5.428395867347717285e-01,2.419750392436981201e-01
-2.985553443431854248e-02,-6.195684075355529785e-01,-4.894557893276214600e-01,-2.602749764919281006e-01,6.859853118658065796e-02,-4.084157943725585938e-01,-3.313826322555541992e-01,-6.762925982475280762e-01,3.381675183773040771e-01
-1.685463190078735352e-01,-6.594175100326538086e-01,-4.767658114433288574e-01,-3.658447265625000000e-01,1.424926817417144775e-01,-5.559093952178955078e-01,-4.308029115200042725e-01,-6.520535349845886230e-01,4.024837911128997803e-01
-4.355338960886001587e-02,-5.977685451507568359e-01,-4.252320230007171631e-01,-3.975423872470855713e-01,-7.121995091438293457e-03,-6.698616147041320801e-01,-4.204365611076354980e-01,-5.995145440101623535e-01,3.777182698249816895e-01
2.565031498670578003e-02,-5.912098288536071777e-01,-5.529791712760925293e-01,-4.899375140666961670e-01,9.487747400999069214e-02,-6.023877859115600586e-01,-3.020079731941223145e-01,-7.142473459243774414e-01,5.247850418090820312e-01
-6.152766942977905273e-02,-7.376758456230163574e-01,-4.037522673606872559e-01,-5.556153655052185059e-01,1.452833116054534912e-01,-6.993830800056457520e-01,-2.779394090175628662e-01,-5.930368304252624512e-01,4.708393812179565430e-01
-1.045147702097892761e-02,-8.313047885894775391e-01,-3.663136363029479980e-01,-6.046802401542663574e-01,5.864579230546951294e-02,-7.554284334182739258e-01,-3.742870986461639404e-01,-4.724619984626770020e-01,4.399954378604888916e-01
-8.686769008636474609e-02,-8.467824459075927734e-01,-4.201527833938598633e-01,-5.313544869422912598e-01,2.000117599964141846e-01,-7.740183472633361816e-01,-2.659770846366882324e-01,-4.527030885219573975e-01,3.371661305427551270e-01
-2.968086674809455872e-02,-8.427520990371704102e-01,-3.749708235263824463e-01,-4.144482612609863281e-01,1.821421384811401367e-01,-6.536650657653808594e-01,-1.907763779163360596e-01,-4.561216235160827637e-01,3.681327700614929199e-01
-8.200652897357940674e-02,-6.976729035377502441e-01,-3.247654736042022705e-01,-5.512942075729370117e-01,1.301287114620208740e-01,-6.166707277297973633e-01,-3.238763809204101562e-01,-5.989563465118408203e-01,3.531400561332702637e-01
-1.321994662284851074e-01,-7.161833047866821289e-01,-3.959574699401855469e-01,-6.518788933753967285e-01,1.868717223405838013e-01,-6.122993826866149902e-01,-4.138301014900207520e-01,-6.530795097351074219e-01,3.806824386119842529e-01
-2.605306506156921387e-01,-8.219473958015441895e-01,-5.239837765693664551e-01,-5.581836700439453125e-01,2.625944912433624268e-01,-5.363054871559143066e-01,-3.489325046539306641e-01,-6.022638678550720215e-01,3.737800121307373047e-01
-2.178471982479095459e-01,-9.604389071464538574e-01,-4.875444471836090088e-01,-4.748203754425048828e-01,2.627019882202148438e-01,-5.790514945983886719e-01,-4.157044887542724609e-01,-5.594232678413391113e-01,4.316203594207763672e-01
-1.065569147467613220e-01,-1.000000000000000000e+00,-4.066127538681030273e-01,-4.564136266708374023e-01,3.775529265403747559e-01,-5.707078576087951660e-01,-4.104155302047729492e-01,-5.360601544380187988e-01,5.064149498939514160e-01
3.285022825002670288e-02,-1.000000000000000000e+00,-5.405823588371276855e-01,-3.251485228538513184e-01,3.865156173706054688e-01,-5.362369418144226074e-01,-4.156884551048278809e-01,-6.579629182815551758e-01,5.868417620658874512e-01
1.070176213979721069e-01,-1.000000000000000000e+00,-5.987105965614318848e-01,-2.237960994243621826e-01,2.582227885723114014e-01,-4.219053983688354492e-01,-4.886899590492248535e-01,-6.300674676895141602e-01,7.176400423049926758e-01
1.604543626308441162e-01,-1.000000000000000000e+00,-5.418503284454345703e-01,-2.706021964550018311e-01,1.914003193378448486e-01,-2.729004025459289551e-01,-4.134528934955596924e-01,-5.866514444351196289e-01,6.742269396781921387e-01
2.520261704921722412e-02,-1.000000000000000000e+00,-5.255959630012512207e-01,-1.919923722743988037e-01,2.026140689849853516e-01,-1.706648766994476318e-01,-5.534249544143676758e-01,-6.266258358955383301e-01,5.953480601310729980e-01
9.384507313370704651e-03,-1.000000000000000000e+00,-3.893564641475677490e-01,-2.750157415866851807e-01,3.293064236640930176e-01,-1.928969323635101318e-01,-4.077677130699157715e-01,-6.104083061218261719e-01,7.245979309082031250e-01
-1.390107870101928711e-01,-9.255283474922180176e-01,-2.684412598609924316e-01,-3.830995559692382812e-01,2.081441879272460938e-01,-2.155251502990722656e-01,-2.776640355587005615e-01,-5.976923108100891113e-01,7.328348755836486816e-01
-2.466729581356048584e-01,-1.000000000000000000e+00,-1.753992289304733276e-01,-5.068271756172180176e-01,2.482991367578506470e-01,-9.114021062850952148e-02,-3.650684654712677002e-01,-5.481104850769042969e-01,6.064444780349731445e-01
-2.155464142560958862e-01,-1.000000000000000000e+00,-1.046131625771522522e-01,-5.664578080177307129e-01,2.373164445161819458e-01,-6.131104752421379089e-02,-4.636864364147186279e-01,-4.756191372871398926e-01,5.472365617752075195e-01
-1.668348610401153564e-01,-1.000000000000000000e+00,-4.817786440253257751e-02,-6.780014038085937500e-01,2.149233967065811157e-01,-1.371492296457290649e-01,-3.891738653182983398e-01,-5.470086336135864258e-01,6.617517471313476562e-01
-4.928879439830780029e-02,-1.000000000000000000e+00,-1.402408257126808167e-02,-8.016861081123352051e-01,1.823845207691192627e-01,-7.315271347761154175e-02,-3.413468897342681885e-01,-5.095984339714050293e-01,5.965139865875244141e-01
-8.588130772113800049e-02,-1.000000000000000000e+00,5.168276652693748474e-02,-8.005194664001464844e-01,2.450142204761505127e-01,-1.484696567058563232e-01,-3.940154314041137695e-01,-5.593338012695312500e-01,4.542367160320281982e-01
-1.335669457912445068e-01,-9.090086221694946289e-01,1.708723157644271851e-01,-7.950539588928222656e-01,2.316647320985794067e-01,-2.892222702503204346e-01,-2.802541255950927734e-01,-7.054307460784912109e-01,5.876617431640625000e-01
-1.368020772933959961e-01,-9.564282894134521484e-01,2.981378436088562012e-01,-9.377366304397583008e-01,2.560921907424926758e-01,-2.745425105094909668e-01,-3.644579946994781494e-01,-7.267645001411437988e-01,6.333409547805786133e-01
-6.866271793842315674e-02,-1.000000000000000000e+00,4.291938543319702148e-01,-1.000000000000000000e+00,1.761663258075714111e-01,-3.455004692077636719e-01,-5.031119585037231445e-01,-8.398488759994506836e-01,7.792459130287170410e-01
-1.240976974368095398e-01,-1.000000000000000000e+00,3.112912178039550781e-01,-9.341620206832885742e-01,2.825369238853454590e-01,-4.184147715568542480e-01,-6.468391418457031250e-01,-9.229218959808349609e-01,6.462006568908691406e-01
-2.430792152881622314e-01,-1.000000000000000000e+00,2.302667200565338135e-01,-9.293782711029052734e-01,2.085850536823272705e-01,-2.862535715103149414e-01,-5.250559449195861816e-01,-9.028800725936889648e-01,6.025278568267822266e-01
-2.787351608276367188e-01,-1.000000000000000000e+00,2.985405325889587402e-01,-9.438865780830383301e-01,3.156040310859680176e-01,-1.530251353979110718e-01,-5.742720961570739746e-01,-8.846717476844787598e-01,4.810448288917541504e-01
-3.685944378376007080e-01,-1.000000000000000000e+00,2.104013562202453613e-01,-8.309184312820434570e-01,2.130899131298065186e-01,-1.663268953561782837e-01,-5.425623059272766113e-01,-8.271125555038452148e-01,4.459656476974487305e-01
-2.578647136688232422e-01,-9.795042276382446289e-01,1.922536939382553101e-01,-9.607462286949157715e-01,2.024967521429061890e-01,-7.010614126920700073e-02,-5.081999897956848145e-01,-7.274638414382934570e-01,4.441691637039184570e-01
-3.723261952400207520e-01,-1.000000000000000000e+00,1.332195550203323364e-01,-9.013490676879882812e-01,2.895747125148773193e-01,-1.313802897930145264e-01,-5.095038414001464844e-01,-7.511281967163085938e-01,4.173260033130645752e-01
-4.529215693473815918e-01,-1.000000000000000000e+00,4.222612082958221436e-02,-1.000000000000000000e+00,1.990139335393905640e-01,-2.786200046539306641e-01,-4.713263213634490967e-01,-8.062155842781066895e-01,5.592694282531738281e-01
-5.448064804077148438e-01,-1.000000000000000000e+00,-4.215314984321594238e-04,-1.000000000000000000e+00,3.007763028144836426e-01,-4.190216660499572754e-01,-3.392723798751831055e-01,-6.885932683944702148e-01,5.699260234832763672e-01
-5.317277908325195312e-01,-9.538666009902954102e-01,-3.430652618408203125e-02,-9.558333158493041992e-01,1.642068177461624146e-01,-5.528073906898498535e-01,-3.521032631397247314e-01,-6.737065911293029785e-01,6.862713098526000977e-01
-6.503295898437500000e-01,-8.570722341537475586e-01,-1.212923228740692139e-01,-9.876081943511962891e-01,1.091875433921813965e-01,-5.827608108520507812e-01,-4.569545984268188477e-01,-6.726355552673339844e-01,7.767640948295593262e-01
-6.678693890571594238e-01,-8.598881363868713379e-01,-1.666204631328582764e-02,-9.257907867431640625e-01,1.063238680362701416e-01,-6.554521322250366211e-01,-3.414765596389770508e-01,-6.495294570922851562e-01,6.931083798408508301e-01
-7.371334433555603027e-01,-7.689481973648071289e-01,-1.534183770418167114e-01,-7.781631350517272949e-01,-4.570625722408294678e-03,-5.666315555572509766e-01,-3.730439543724060059e-01,-6.518645882606506348e-01,8.073035478591918945e-01
-7.632600665092468262e-01,-7.577000856399536133e-01,-2.886284589767456055e-01,-9.274588823318481445e-01,-8.113066107034683228e-02,-5.124566555023193359e-01,-4.866644740104675293e-01,-7.677360177040100098e-01,7.805917263031005859e-01
-7.189089655876159668e-01,-6.940785050392150879e-01,-3.850932717323303223e-01,-1.000000000000000000e+00,5.098844319581985474e-02,-5.842567682266235352e-01,-3.806605339050292969e-01,-6.586886048316955566e-01,8.623484969139099121e-01
-8.182588815689086914e-01,-5.975380539894104004e-01,-3.043181002140045166e-01,-9.709830880165100098e-01,2.149052917957305908e-03,-6.555041670799255371e-01,-4.940937757492065430e-01,-6.557614803314208984e-01,8.879267573356628418e-01
-8.604571819305419922e-01,-6.049303412437438965e-01,-3.452637791633605957e-01,-9.286812543869018555e-01,1.225268170237541199e-01,-7.563281059265136719e-01,-5.296711325645446777e-01,-7.635009288787841797e-01,9.254099130630493164e-01
-7.917960286140441895e-01,-4.753565192222595215e-01,-4.116021990776062012e-01,-7.936179041862487793e-01,-8.494384586811065674e-03,-7.254239320755004883e-01,-6.625313162803649902e-01,-6.453686952590942383e-01,9.343526363372802734e-01
-7.409915328025817871e-01,-3.758843541145324707e-01,-5.165089964866638184e-01,-9.320404529571533203e-01,1.051699593663215637e-01,-7.809439897537231445e-01,-7.738376259803771973e-01,-6.548303365707397461e-01,9.638444781303405762e-01
-8.817003369331359863e-01,-4.434156417846679688e-01,-6.566690206527709961e-01,-9.559398293495178223e-01,2.236999571323394775e-01,-6.361482739448547363e-01,-7.327233552932739258e-01,-7.563390135765075684e-01,1.000000000000000000e+00
-8.768259882926940918e-01,-5.472908616065979004e-01,-5.301510095596313477e-01,-8.786991238594055176e-01,2.932115495204925537e-01,-5.733940601348876953e-01,-8.226214051246643066e-01,-8.430370092391967773e-01,1.000000000000000000e+00
-9.609091877937316895e-01,-5.656893253326416016e-01,-4.455504715442657471e-01,-7.935133576393127441e-01,2.791900932788848877e-01,-4.857370853424072266e-01,-7.210348844528198242e-01,-7.966042757034301758e-01,9.185277223587036133e-01
-1.000000000000000000e+00,-6.212369799613952637e-01,-5.605092644691467285e-01,-8.615654706954956055e-01,1.920458674430847168e-01,-4.991384744644165039e-01,-5.985035896301269531e-01,-9.152601957321166992e-01,9.846081137657165527e-01
-9.438151121139526367e-01,-7.425107359886169434e-01,-4.337375462055206299e-01,-8.410238027572631836e-01,1.511635184288024902e-01,-4.221768975257873535e-01,-6.712939739227294922e-01,-8.572072386741638184e-01,8.465214967727661133e-01
-8.419926762580871582e-01,-7.580595016479492188e-01,-3.927296698093414307e-01,-9.246524572372436523e-01,2.042856365442276001e-01,-3.405048251152038574e-01,-6.793299913406372070e-01,-8.218891620635986328e-01,8.334192633628845215e-01
-7.237652540206909180e-01,-7.586987614631652832e-01,-2.901870608329772949e-01,-8.342468142509460449e-01,1.774370819330215454e-01,-4.214794635772705078e-01,-7.075053453445434570e-01,-7.240239381790161133e-01,7.517090439796447754e-01
-7.164343595504760742e-01,-6.668697595596313477e-01,-3.341438174247741699e-01,-7.915838956832885742e-01,1.011265516281127930e-01,-5.386956334114074707e-01,-6.191900968551635742e-01,-8.443333506584167480e-01,6.831234693527221680e-01
-6.099015474319458008e-01,-7.129289507865905762e-01,-1.922302097082138062e-01,-6.476635932922363281e-01,3.160935640335083008e-02,-6.764021515846252441e-01,-5.576711297035217285e-01,-8.590373992919921875e-01,5.633493065834045410e-01
-5.476446747779846191e-01,-8.535764813423156738e-01,-8.117119967937469482e-02,-7.560678124427795410e-01,-8.019708096981048584e-02,-7.737004756927490234e-01,-4.195912182331085205e-01,-8.010866045951843262e-01,6.537607908248901367e-01
-5.783541798591613770e-01,-9.026826620101928711e-01,-1.608259975910186768e-01,-7.618734240531921387e-01,-6.464846432209014893e-02,-7.341680526733398438e-01,-4.924556612968444824e-01,-6.664903759956359863e-01,5.546883344650268555e-01
-4.386582374572753906e-01,-1.000000000000000000e+00,-1.664882898330688477e-01,-8.118630647659301758e-01,-7.991144061088562012e-02,-7.129687070846557617e-01,-5.117788910865783691e-01,-6.920363306999206543e-01,6.245053410530090332e-01
-3.828953504562377930e-01,-9.000186324119567871e-01,-2.415005862712860107e-01,-7.790045142173767090e-01,-5.435300618410110474e-02,-7.520473599433898926e-01,-5.159616470336914062e-01,-7.479016780853271484e-01,5.170586705207824707e-01
-4.687549769878387451e-01,-1.000000000000000000e+00,-1.865797191858291626e-01,-7.307863235473632812e-01,8.082891255617141724e-02,-6.831438541412353516e-01,-6.503478884696960449e-01,-6.326281428337097168e-01,6.258612275123596191e-01
-4.857588708400726318e-01,-9.742410778999328613e-01,-4.375621676445007324e-02,-7.210950255393981934e-01,2.024254500865936279e-01,-8.082322478294372559e-01,-7.430323362350463867e-01,-6.504016518592834473e-01,6.512882709503173828e-01
-3.908905088901519775e-01,-8.277624249458312988e-01,-7.710076868534088135e-02,-8.568703532218933105e-01,2.927768826484680176e-01,-7.769180536270141602e-01,-8.334695100784301758e-01,-6.519531011581420898e-01,7.239813208580017090e-01
-3.097669780254364014e-01,-8.278769254684448242e-01,-1.355364024639129639e-01,-7.147475481033325195e-01,3.417856693267822266e-01,-8.044468164443969727e-01,-8.993305563926696777e-01,-5.826222300529479980e-01,6.466363668441772461e-01
-4.082539677619934082e-01,-8.189267516136169434e-01,-1.985401809215545654e-01,-6.760759949684143066e-01,2.271672785282135010e-01,-7.579644918441772461e-01,-9.643415808677673340e-01,-7.325493693351745605e-01,5.347172021865844727e-01
-2.781693339347839355e-01,-7.087203264236450195e-01,-2.784574627876281738e-01,-5.925644040107727051e-01,2.597387433052062988e-01,-6.166930794715881348e-01,-1.000000000000000000e+00,-6.781111955642700195e-01,4.037778973579406738e-01
-3.092951178550720215e-01,-5.695750117301940918e-01,-2.667632102966308594e-01,-6.562005281448364258e-01,1.458200216293334961e-01,-5.556345582008361816e-01,-9.565432071685791016e-01,-7.159295678138732910e-01,5.390602946281433105e-01
-4.526342749595642090e-01,-6.284578442573547363e-01,-1.404423713684082031e-01,-7.099198698997497559e-01,7.149586826562881470e-02,-5.453684329986572266e-01,-8.594026565551757812e-01,-8.349855542182922363e-01,6.719664931297302246e-01
-3.641124069690704346e-01,-7.240827679634094238e-01,-7.683998346328735352e-02,-7.444322705268859863e-01,4.218427091836929321e-02,-4.603813886642456055e-01,-7.205672264099121094e-01,-9.469888210296630859e-01,6.481555700302124023e-01
-3.698299229145050049e-01,-7.611892223358154297e-01,-1.178832501173019409e-01,-8.787516355514526367e-01,9.784585237503051758e-02,-4.795170724391937256e-01,-8.121290802955627441e-01,-8.521787524223327637e-01,7.389237880706787109e-01
-3.739124238491058350e-01,-8.216540217399597168e-01,-7.645542919635772705e-02,-9.423059821128845215e-01,1.864822953939437866e-02,-4.103626608848571777e-01,-9.500315189361572266e-01,-9.737482070922851562e-01,5.909602642059326172e-01
-4.780294597148895264e-01,-9.509570002555847168e-01,7.228527963161468506e-02,-1.000000000000000000e+00,-8.657136559486389160e-02,-4.880637824535369873e-01,-8.191938400268554688e-01,-9.677001237869262695e-01,5.504056811332702637e-01
-3.660120368003845215e-01,-9.824599027633666992e-01,2.278785035014152527e-02,-1.000000000000000000e+00,-1.232323199510574341e-01,-5.430584549903869629e-01,-7.660026550292968750e-01,-1.000000000000000000e+00,5.735656023025512695e-01
-4.962443709373474121e-01,-1.000000000000000000e+00,-4.990568384528160095e-03,-8.689152002334594727e-01,-1.600567251443862915e-01,-4.938362240791320801e-01,-8.394764661788940430e-01,-1.000000000000000000e+00,4.411265850067138672e-01
-5.546203255653381348e-01,-1.000000000000000000e+00,-1.027874350547790527e-01,-7.906873822212219238e-01,-3.053053021430969238e-01,-4.764931797981262207e-01,-8.756380677223205566e-01,-9.980350136756896973e-01,4.599756598472595215e-01
-6.106100082397460938e-01,-1.000000000000000000e+00,-3.276687860488891602e-02,-6.793043017387390137e-01,-3.975307941436767578e-01,-5.972075462341308594e-01,-7.562993168830871582e-01,-1.000000000000000000e+00,4.753708839416503906e-01
-6.527470350265502930e-01,-1.000000000000000000e+00,-5.967384204268455505e-03,-6.717620491981506348e-01,-4.866327345371246338e-01,-6.116468310356140137e-01,-6.672150492668151855e-01,-9.728721976280212402e-01,3.544460833072662354e-01
-6.383405923843383789e-01,-9.391785264015197754e-01,8.184363692998886108e-02,-6.330267786979675293e-01,-5.908352732658386230e-01,-5.485948324203491211e-01,-6.140124797821044922e-01,-1.000000000000000000e+00,3.279703855514526367e-01
-6.884555220603942871e-01,-8.883548974990844727e-01,-3.315620124340057373e-03,-6.057652235031127930e-01,-4.668734669685363770e-01,-4.592541158199310303e-01,-4.875751733779907227e-01,-8.564481735229492188e-01,1.811714172363281250e-01
-6.516331434249877930e-01,-9.145030975341796875e-01,1.046407297253608704e-01,-6.802208423614501953e-01,-3.225646018981933594e-01,-4.251417219638824463e-01,-3.995139598846435547e-01,-9.807683229446411133e-01,8.620878309011459351e-02
-5.741120576858520508e-01,-1.000000000000000000e+00,1.997041255235671997e-01,-8.260361552238464355e-01,-2.754289507865905762e-01,-4.656135439872741699e-01,-3.660655021667480469e-01,-9.219589233398437500e-01,3.895134851336479187e-02
-6.917233467102050781e-01,-1.000000000000000000e+00,2.263849377632141113e-01,-8.198395371437072754e-01,-2.027686536312103271e-01,-4.626928865909576416e-01,-3.893317580223083496e-01,-9.525327682495117188e-01,-1.031145751476287842e-01
-7.410562038421630859e-01,-8.571939468383789062e-01,3.384516239166259766e-01,-8.710260987281799316e-01,-1.764300316572189331e-01,-3.585038781166076660e-01,-4.069494605064392090e-01,-1.000000000000000000e+00,-2.307614386081695557e-01
-7.379384040832519531e-01,-7.163621187210083008e-01,3.964144885540008545e-01,-9.997512102127075195e-01,-2.696217596530914307e-01,-2.771069407463073730e-01,-3.045175373554229736e-01,-9.646916389465332031e-01,-1.874344944953918457e-01
-8.794371485710144043e-01,-6.178030371665954590e-01,4.828970432281494141e-01,-1.000000000000000000e+00,-2.070187330245971680e-01,-3.626505732536315918e-01,-4.424184858798980713e-01,-1.000000000000000000e+00,-2.838458418846130371e-01
-9.281127452850341797e-01,-6.422681808471679688e-01,4.854587018489837646e-01,-1.000000000000000000e+00,-2.758163511753082275e-01,-5.038993358612060547e-01,-4.108879864215850830e-01,-1.000000000000000000e+00,-3.442441821098327637e-01
